rto,meeting_date,committee,meeting_title,doc_type,title,posted_date,relevance_reason,topics,directness,source_names_hydro,evidence,initiatives,stakeholders,ai_summary,hydro_read_through,url
CAISO,2026-08-11,Miscellaneous meetings,Resource Interconnection Standards Fair,comment,"Comments - Six Cities - Annual Summer Available Transmission Capacity Assessment - Mar 31, 2026",,"MECHANISM: Path 26 transmission-capability assessment affects interregional wheel-through reservations and deliverability of resources within CAISO, directly touching hydro export and interregional transfer capability—a strategic option for NHA members in the West (especially Northwest hydro exports via CAISO paths).",transmission; seams-governance,unrated,,,,"Bonnie Blair (Cities of Anaheim, Azusa, Banning, Colton, Pasadena, and Riverside, California (Six Cities))","Six Cities (municipal utilities in Southern California) oppose CAISO's proposal to discontinue the annual evaluation of Path 26 capability as part of the Summer ATC (Available Transmission Capacity) Assessment. Path 26 evaluation tracks the effect of wheel-through transactions on resource deliverability within CAISO and across interregional paths. CAISO cited limited wheel-through impact over the past two years under mild weather conditions, but Six Cities argue that this experience is insufficient to drop the evaluation, particularly given the startup of EDAM, which may change grid use patterns and wheel-through behavior. No comment deadline was stated in the June 2026 submittal; the deadline appears to have been April 14, 2026 (already passed). This matters to hydro owners using CAISO as an export corridor or relying on wheel-through transmission to reach Eastern demand — losing annual Path 26 visibility could obscure transmission constraints affecting their interregional sales options.",,https://www.caiso.com/documents/comments-six-cities-annual-summer-available-transmission-capacity-assessment-mar-31-2026.pdf
CAISO,2026-08-04,Interconnection Customer User Group,Interconnection Customer User Group,agenda,"Agenda - Interconnection Customer User Group - Aug 04, 2026",2026-07-31,Energy-Only Charging Sufficiency Study and 2027 Net Qualifying Capacity List directly affect how pumped-storage hydro is accredited in CAISO capacity markets and charged for energy consumption during pump operations—both core revenue and valuation mechanisms.,capacity-ra; storage; interconnection,unrated,,,,,"CAISO's Interconnection Customer User Group will address three items on August 4, 2026: an Energy-Only Charging Sufficiency Study (status and scope not detailed in agenda); Cluster 16 interconnection process (status not specified); and the 2027 Net Qualifying Capacity (NQC) list compilation. The Energy-Only Charging framework directly affects how pumped-storage facilities are charged for energy when pumping, which influences the economics of PSH investment and operations. The 2027 NQC list sets accreditation values for all capacity resources including PSH and hydro for the coming year. No comment deadlines or vote dates are stated in this agenda excerpt.",,https://www.caiso.com/documents/agenda-interconnection-customer-user-group-aug-04-2026.pdf
CAISO,2026-08-04,Interconnection Customer User Group,Interconnection Customer User Group,agenda,"Agenda - Interconnection Customer User Group - Jul 21, 2026",2026-07-20,"Interconnection queue management and constraint mapping directly affect hydro and PSH deliverability, expansion, and uprates — core strategic options and revenue drivers.",interconnection; transmission,direct,False,"Meeting time extended by 30 minutes; meeting scheduled for 1:00–2:30 p.m. on 7/21 — ""The meeting time has been extended by 30 minutes to accommodate discussion for topic #1; meeting time for 7/21 is 1:00-2:30pm."" | Constraint Mapping Questions agenda item includes TPD for QC15 in Fresno Area, generation responsible for constraint overloads, Gates Bank RAS, and CAISO's TPD Constraints Matrix — ""1. Constraint Mapping Questions
a) TPD for QC15 in Fresno Area (EPE Consulting)
b) Generation Responsible for Constraint Overloads (Dendrite Consulting)
c) Gates Bank RAS (Qualus Corp)
d) CAISO's TPD Constraints Matrix (NEW Consulting)""",,,"CAISO's Interconnection Customer User Group meeting on July 21, 2026 (1:00–2:30 p.m., 30 minutes extended to accommodate topic 1) will address constraint mapping questions including TPD for QC15 in Fresno Area, generation responsible for constraint overloads, Gates Bank RAS, and CAISO's TPD Constraints Matrix, plus follow-up on problematic substation lists and on-peak deliverability assessment methodology.","The document does not mention hydro or storage directly. Constraint mapping and deliverability assessment are the mechanisms through which CAISO determines whether and where new generation (including hydro uprates and PSH additions) can be interconnected and whether existing plants can deliver power to load. Changes to constraint identification, RAS designs, and deliverability methodology can materially alter interconnection feasibility and costs for projects affecting hydro revenue and strategic positioning.",https://www.caiso.com/documents/agenda-interconnection-customer-user-group-july-21-2026.pdf
CAISO,2026-08-04,Market simulation,Market Simulation Kickoff - EDAM Enhancements 2026 - InterSC Trades,presentation,"Presentation - Activation Follow Up - May 07, 2026",,"The EDAM Activation presentation addresses energy price formation, imbalance reserve pricing, and GHG pricing mechanics under CAISO's expanded day-ahead market—all of which touch how hydropower's energy output is valued and accounted for in a critical west-coast market footprint that hydro operators depend on for revenue realization.",price-formation; clean-energy; seams-governance,direct,False,"Area-level reliability capacity prices trending up to $55 — ""Area-level reliability capacity prices trending up to $55"" | GHG prices have been under $10 for most of the time — ""GHG prices have been under $10 for most of the time"" | Up to 600MW of total transfers have been optimized through the day-ahead market — ""Up to 600MW of total transfers have been optimized through the day-ahead market"" | CAISO and PACE areas passed 100 percent of the time the resource sufficiency evaluation while PACW passed over 97 percent of the time — ""The CAISO and PACE areas passed 100 percent of the time the resource sufficiency evaluation while PACW passed over 97 percent of the time""",,,"CAISO's May 7, 2026 EDAM Activation update reports on the first operational period of the expanded day-ahead market, which now includes transfers of energy, imbalance reserves, and reliability capacity across multiple areas. Energy prices show lower midday and higher morning/evening peaks; imbalance reserve prices are separated by area with morning and evening peaks; and area-level reliability capacity prices trend toward $55/unit with location-specific variation due to congestion. GHG prices remain under $10 for most of the period. The ISO conducted proactive validation of day-ahead results in early operations and continues to monitor operational metrics, with monthly EDAM performance reports planned following the initial transitional period.","The document does not mention hydropower directly. However, EDAM's day-ahead market integration of cross-area energy transfers, imbalance reserve pricing, and real-time reliability capacity pricing determines how much flexibility and energy supply hydro resources can earn in the CAISO footprint. The price formation mechanics revealed here—including the time and location-specific signals—directly influence dispatch economics and opportunity costs for both run-of-river and storage-constrained hydro operators participating in the CAISO-led market. The GHG pricing treatment (shown separately in OASIS shadow prices rather than at resource nodes) also affects how clean-energy attributes translate into revenue for hydropower exports flowing through the EDAM footprint.",https://www.caiso.com/documents/presentation-activation-follow-up-may-07-2026.pdf
CAISO,2026-08-04,Market simulation,Market Simulation Kickoff - EDAM Enhancements 2026 - InterSC Trades,presentation,Presentation - Pre-Market Simulation Training for Inter-Scheduling Coordinators (SCs) Trades Extended Day-Ahead Market (EDAM) Enhancements 2026,2026-07-20,"Inter-SC trade mechanics in EDAM/WEIM touch settlement and bilateral procurement processes that hydro and other resource owners use to reconcile double-settlement exposures and manage revenue; the document trains SCs (scheduling coordinators, a role hydro operators typically hold) on the operational procedures for trades across the expanding regional markets.",seams-governance; price-formation; ops-compliance,direct,False,"training date — ""July 7, 2026"" | physical trade submission window in day-ahead market — ""Submit beginning seven days prior to trade date and up to 11:00 hours the day before trade date"" [UNVERIFIED] | day-ahead settlement by charge code — ""Settled hourly based on corresponding physical resource pnode/apnode DA LMPs (CC 6301)"" [UNVERIFIED] | real-time settlement by charge code — ""Settled hourly based on the average of 4 FMM intervals on corresponding pnode/apnode LMPs"" [UNVERIFIED] | market simulation structured scenario dates — ""7/20/26 – 8/1/26"" | connectivity testing dates — ""7/6/26 – 7/19/26""",,Radha Madrigal (CAISO),"CAISO held a training session on July 7, 2026, introducing Scheduling Coordinators (SCs) participating in the Western Energy Imbalance Market (WEIM) and Extended Day-Ahead Market (EDAM) to inter-SC trade functionality for energy. Inter-SC trades are optional settlement services that allow two SCs to reconcile bilateral-procurement arrangements and ""flip the money"" to reverse double-settlement exposures, without affecting dispatch or scheduling of resources. The training covers three types of energy trades: Physical trades (PHY) backed by a generating unit, allowing submission seven days prior through 11:00 hours the day before; Aggregated Pricing Node trades (APN) at trading hubs or default load-aggregation points; and Converted Physical trades (CPT), where a PHY that exceeds the day-ahead schedule of its resource becomes a hub-based trade. Day-ahead trades are settled hourly at the resource pnode/apnode locational margin prices (Charge Code 6301); real-time trades are settled at the average of four fifteen-minute-market interval LMPs (Charge Code 6371). SCs must submit matching trades in the SIBR (Scheduling Infrastructure & Business Rules) application and continue to submit energy bids in the day-ahead and real-time markets per standard rules. A market simulation with structured scenarios is scheduled for July 20–August 1, 2026, with connectivity testing July 6–19, 2026.","The document does not mention hydropower, pumped storage, or run-of-river resources directly. However, inter-SC trades are a core settlement mechanism for dispatchable resources—including large conventional hydro and pumped-storage plants—that sell into bilateral contracts while also participating in WEIM/EDAM market-clearing. Hydro operators typically hold SC certification and use trades to manage the divergence between their contracted supply price and the nodal LMP at their resource location, a critical lever for revenue alignment across multi-zone markets. The expansion of this functionality from California ISO to WEIM and EDAM participants directly affects how hydro SCs in new member zones (PacifiCorp, Idaho Power, Puget Sound Energy, etc.) will reconcile bilateral sales with market settlement; getting the operational procedures right in simulation before the August activation date is essential to avoid settlement disputes and cash-flow mismatches on existing contracts.",https://www.caiso.com/documents/presentation-pre-market-simulation-training-for-inter-scheduling-coordinators-scs-trades-extended-day-ahead-market-edam-enhancements-2026.pdf
CAISO,2026-08-04,Market simulation,Market Simulation Kickoff - EDAM Enhancements 2026 - InterSC Trades,other,Q&A - Pre-Market Simulation Training for Inter-Scheduling Coordinator Trades - EDAM Enhancements 2026,2026-07-22,"EDAM Inter-SC Trade settlement mechanics directly affect how generation resources (including hydro and storage) participate in day-ahead and real-time market settlement, matching, and bilateral transaction reporting — a core obligation for hydro operators participating in CAISO/EDAM.",seams-governance; ops-compliance,direct,False,"ISTs apply to GEN (generation) and NGR (non-generating) resources but exclude TIE-GEN resources currently — ""The current implementation supports IST Trades only for physical generation (GEN) resources and does not support TIE-GEN resources. Under the current design, TIE-GEN resources are not associated with a Trading Hub, which is a requirement for IST Trades."" | Validation occurs after day-ahead market publication — ""The validation occurs after the DAM Publishes."" | Trade information appears in CAISO Bill Determinants files with IST_ID and DEPEND_ON_NAME attributes — ""The trade name appears in the CAISO Bill Determinants file and is listed as the IST_ID attribute...The resources listed in the Depend on trade field in SIBR will be shown in the CAISO Bill Determinants file as the DEPEND_ON_NAME attribute."" [UNVERIFIED] | SIBR Trades window retains trade information for seven days — ""From a trading perspective, IST information is currently available through the Trades window in SIBR for up to seven days.""",,,"CAISO's Q&A document clarifies operational procedures for Inter-SC Trades (ISTs) — bilateral physical trades between scheduling coordinators in EDAM that settle through ISO processes. ISTs apply to GEN (generation) and NGR (non-generating) resources but explicitly exclude TIE-GEN resources currently; both counterparty scheduling coordinators must submit matching trade entries (name, quantity, location) or trades will appear as 'Missing Trade' in the SIBR system. Validation occurs after day-ahead market publication; trade information appears in CAISO Bill Determinants files (IST_ID and DEPEND_ON_NAME attributes) and in the SIBR Trades window for seven days. The document confirms ISTs are optional and do not replace e-tag filing requirements for interchange transactions.","This document does not mention hydropower or pumped storage directly. However, it establishes the settlement and matching infrastructure for bilateral generation trades under EDAM — a key operational pathway for hydro owners and PSH operators managing inter-region sales or bilateral energy swaps. The specificity around matching rules, missing-trade identification, and settlement-file attributes matters because mismatches block revenue settlement; hydro operators using ISTs to market bilateral production across EDAM participants will need to coordinate with counterparties on exact trade names and locations to avoid unmatched-trade penalties in settlement.",https://www.caiso.com/documents/q-a-pre-market-simulation-training-for-inter-scheduling-coordinator-trades-edam-enhancements-2026.pdf
CAISO,2026-07-31,Market Seams,Market Seams Workshop,agenda,"Agenda - Market Seams Workshop - Jul 31, 2026",2026-07-29,"Market seams governance and RTO coordination directly affects NHA members' strategic participation options and cross-market portfolio opportunities, particularly in the West where CAISO interacts with neighboring markets.",seams-governance,direct,False,"Workshop date and location — ""Friday, July 31, 2026
9:00 a.m. to 12:00 p.m.
Seattle City Hall, Bertha Knight Landes Room (5th avenue entrance), 600 4th Ave, Seattle, WA 98104""",,John Tsoukalis (Brattle Group); Anna McKenna (CAISO); Joanne Serina (CAISO); Paul Dockery (CAISO); Bob Hellrich-Dawson (FERC); Richard Doying (Grid Strategies); John Hammond (Idaho Public Utilities Commission); Gabriel Aguilera (New Mexico Public Regulation Commission); Kavya Niranjan (Renewable NW); Ann Rendahl (Washington Utilities and Transportation Commission),"CAISO is convening a Market Seams Workshop on July 31, 2026, in Seattle featuring expert and regulator panels on seams-related coordination stages and overviews. The workshop includes panelists from Grid Strategies, FERC, Brattle Group, and utility commissioners from New Mexico, Idaho, and Washington. No specific proposals, timelines, or next-step deadlines are stated in the agenda.","The document does not mention hydro directly. Market seams governance—how CAISO coordinates with neighboring balancing authorities and whether members participate in emerging constructs like EDAM—shapes where and how hydropower and pumped-storage operators can participate and which revenue streams they access. This workshop signals active CAISO engagement on seams strategy, which is a strategic-option issue for NHA members already operating across regional boundaries or evaluating membership/participation changes.",https://www.caiso.com/documents/agenda-market-seams-workshop-jul-31-2026.pdf
CAISO,2026-07-31,Market Seams,Market Seams Workshop,presentation,"Presentation - Market Seams Workshop - Jul 31, 2026",2026-07-29,"Market seams coordination between CAISO's EDAM and SPP's Markets+ and RTO expansion directly affects hydro transmission deliverability, interregional trade revenue, congestion-management cost allocation, and loop-flow settlement — core strategic and financial concerns for Western hydro owners choosing between market footprints.",seams-governance; transmission; price-formation,direct,False,"EDAM participation timeline: PacifiCorp 2026, Portland General Electric, BANC, LADWP, PSNM, TID planned 2027 — ""EDAM participation (through 2027)
– PacifiCorp (2026)
– Portland General Electric (planned 2026)
– Balancing Authority of Northern California (planned 2027)
– Los Angeles Department of Water and Power (planned 2027)
– Public Service Company of New Mexico (planned 2027)
– Turlock Irrigation District (planned 2027)"" | SPP Markets+ wave 1 parties planned 2027 — ""SPP Markets+ wave 1 parties (planned 2027)
– Arizona Public Service
– Powerex
– Public Service Company of Colorado
– Salt River Project
– Tucson Electric"" | FERC Joint Report due September 30, 2026 — ""September 30th: Joint Report on Western Seams Coordination due to FERC"" | Eastern estimates of intertie optimization savings: $160–300 million annually — ""In 2010, Potomac Economics estimated that optimizing interties between MISO, PJM, NYISO, ISO-NE, and Canadian system operators would conservatively yield between $160-300 million in annual cost savings."" | MISO IMM found >50% of seams trades with PJM uneconomic — ""PJM's IMM found that >50%
seamstrades were uneconomic
with MISO and NYISO"" | MISO IMM estimated 40% of CTS transactions with PJM uneconomic — ""MISO's IMM estimatedthat
40% of CTS transactions with
PJMwere uneconomic""",,Anna McKenna; John Tsoukalis (Brattle Group); Paul Dockery (CAISO); Bob Hellrich-Dawson (FERC); Richard Doying (Grid Strategies); John Hammond (Idaho Public Utilities Commission); Gabriel Aguilera (New Mexico Public Regulation Commission); Kavya Niranjan (Renewable NW); Ann Rendahl (Washington Utilities and Transportation Commission),"CAISO convened a workshop series on Western market seams coordination (July 31–October 2026) to address inefficiencies arising from multiple non-contiguous day-ahead markets: EDAM (PacifiCorp entering 2026, BANC/LADWP/PSNM/TID planned 2027) and SPP Markets+ wave 1 (APS, Powerex, PSCO, SRP, TEC planned 2027). The workshop addresses loop-flow management, congestion allocation across three markets, transmission commitment and reservation conflicts under differing rules, and cost-shifting. CAISO and SPP jointly directed to submit a seams coordination plan and schedule to FERC by September 30, 2026 (per AD26-10), covering operational coordination, loop-flow management, congestion settlement, and import/export transaction efficiency. Presenters noted that the West has an opportunity to learn from Eastern RTO experience: Eastern seams arrangements have used transmission-loading-relief (TLR), market-to-market coordinated flowgates, and redispatch mechanisms with varying success; however, coordinated transaction scheduling (CTS) implemented in the East has left over 40–50% of seams trades uneconomic, whereas intertie optimization has been more efficient (yielding $160–300M annually in Eastern estimates). Future workshops (August 18, September TBD, October TBD) will address transmission operations, congestion mechanics, and cross-border transaction examples.","The document does not mention hydro or pumped storage directly. However, Western hydro owners and pumped-storage operators are materially affected by seams coordination design because their generation and storage is geographically dispersed across multiple market footprints and interties: loop-flow rules, congestion-settlement cost allocation, and transmission-reservation protocols will determine how efficiently hydro can export power and access arbitrage opportunities, and whether loop-flow costs are borne fairly or shifted to outside parties. The choice between coordinated transaction scheduling and intertie optimization (noted in the expert panels as a live question for the West) will significantly affect the realized revenue from cross-border flexibility trading. Additionally, since many Northwest hydro owners are choosing which market to join or how to participate in EDAM, seams governance, loop-flow entitlements, and redispatch-cost allocation are direct inputs to those strategic decisions.",https://www.caiso.com/documents/presentation-market-seams-workshop-jul-31-2026.pdf
CAISO,2026-07-30,Market Performance and Planning Forum,Market Performance and Planning Forum Q3,agenda,"Agenda - Market Performance and Planning Forum - Oct 01, 2025",,"The agenda lists market-performance discussion and storage-resource performance review — direct monitoring areas that shape market design for all resources, including hydro and storage.",price-formation; storage; capacity-ra,direct,False,"Meeting date October 1, 2025, 9:00 a.m.–2:00 p.m. PST — ""Wednesday, October 1, 2025
9:00 a.m. to 2:00 p.m. (PST)"" | Storage resource performance to be discussed — ""storage resource performance and load conformance""",,,"CAISO's Market Performance and Planning Forum Q3 meeting (October 1, 2025, 9:00 a.m.–2:00 p.m. PST) will review market outcomes and performance areas monitored by the ISO, including market performance during 2025 summer conditions, storage resource performance, and load conformance. A Policy Update and Release Update follow the main agenda. The meeting is virtual and details are at CAISO.com.","The document does not name hydro specifically, but explicitly includes storage resource performance in the review topics. Since the meeting focuses on market performance and conditions during 2025 summer (a season when hydro and storage output variability strongly affects market design decisions and pricing), the outcomes discussed would inform hydro and storage operators' understanding of how the ISO is monitoring their operational and financial performance during resource-constrained periods.",https://www.caiso.com/documents/agenda-market-performance-and-planning-forum-oct-01-2025.pdf
CAISO,2026-07-30,Market Performance and Planning Forum,Market Performance and Planning Forum Q3,comment,"Comment Template - Monthly Extended Day-Ahead Market EDAM Performance - Jul 30, 2026",2026-07-23,"This document is a stakeholder comment template for CAISO's Monthly Extended Day-Ahead Market (EDAM) performance reporting, which directly affects hydro and storage revenue through price formation, energy co-optimization, and market clearing mechanics in EDAM—a critical strategic construct for Western hydro operators choosing between EDAM, WEIM, and other governance options.",price-formation; seams-governance; storage,direct,False,"Submissions are due by close of business on August 13, 2026. — ""Submissions are requested by close of business on August 13, 2026."" | Comment template for Monthly Extended Day-Ahead Market (EDAM) June Performance Report discussed at Market Performance and Planning Forum Q3 meeting on July 30, 2026. — ""Please provide your organization's overall feedback on the discussion regarding the Monthly Extended Day-Ahead Market (EDAM) June Performance Report during the Market Performance and Planning Forum Q3 meeting on July 30, 2026."" | Submissions should be sent to ISOStakeholderAffairs@caiso.com. — ""Upon completion of this template, please submit it to ISOStakeholderAffairs@caiso.com.""",,,"CAISO's Market Performance and Planning Forum solicits stakeholder comments on the Monthly Extended Day-Ahead Market (EDAM) June Performance Report via a template submission. The document provides the submission structure and requests feedback on EDAM performance discussed at the Q3 meeting held July 30, 2026. Submissions are due by close of business on August 13, 2026, and should be sent to ISOStakeholderAffairs@caiso.com.","The document itself does not mention hydropower or storage resources. However, EDAM performance reporting and stakeholder commentary on it matter to NHA members because EDAM's market-clearing rules, locational price signals, and co-optimization of energy and ancillary services directly affect how hydro plants recover revenue and how their flexibility is valued. Hydro operators in CAISO and the broader Western footprint use this performance feedback cycle to understand whether EDAM mechanics are working in their favor or whether tariff modifications should be pursued.",https://www.caiso.com/documents/comment-template-monthly-extended-day-ahead-market-edam-performance-jul-30-2026.docx
CAISO,2026-07-30,Market Performance and Planning Forum,Market Performance and Planning Forum Q3,presentation,"Presentation - Market Performance Planning Forum - Oct 01, 2025",,Storage enhancement performance on state-of-charge constraint and flexible ramping product pricing directly affects PSH revenue and charging behavior; pricing mechanisms for ancillary services and ramping products set precedent for hydro storage valuation.,storage; ramping-flexibility; ancillary-services,direct,False,"Enhancement implemented June 3, 2025 — ""On June 3, 2025, CAISO implemented an enhancement to the real-time market state of charge constraint to account for the impact of flexible ramping product (FRP) up awards for batteries"" | Storage procures over 100% of regulation up requirements — ""The market for upward regulation market continue to be saturated by storage resources procuring over 100 percent of the requirements"" | Seven negative FRU price cases observed — ""Seven negative FRU price cases were observed after activation. Resolutions under discussion."" | Summer 2025 CAISO peak demand 44,434 MW on August 21 — ""CAISO demand peaked at 44,434 MW on August 21, significantly lower than the near record peak of 52,000 MW in 2022""",,Brenda Marquez (CAISO),"CAISO implemented an enhancement on June 3, 2025 to the real-time market state-of-charge constraint to account for flexible ramping product (FRP) up awards for batteries. The enhancement added an FRU term to SOC equations to model the impact of upward FRP awards on battery state of charge. Post-implementation monitoring shows storage resources continue to dominate procurement of regulation up (over 100% of requirements) and regulation down, and FRP remains heavily supplied by storage resources throughout the day. Seven negative FRP price cases were observed after activation, with resolutions under discussion. Market Performance and Advanced Analytics continues to monitor enhancement performance during morning peaks in winter conditions. The document presents summer 2025 performance data showing CAISO peaked at 44,434 MW on August 21, well below the 2022 record of 52,000 MW, with moderate market costs and prices reflecting surplus supply capacity.","The document does not directly address hydropower or pumped storage. However, the storage enhancement affecting SOC constraints and FRP pricing applies to all storage resources. Negative FRP prices observed post-implementation are significant for any storage owner (including PSH) supplying flexible ramping, as they indicate the pricing mechanism may not properly value the opportunity cost of charging—a chronic issue for use-limited storage. The dominance of storage in regulation procurement and the framework for stacking FRP with other ancillary services affect how PSH competes for revenue across multiple services.",https://www.caiso.com/documents/presentation-market-performance-planning-forum-oct-01-2025.pdf
